timeframe,time,datetime,VN30,VN100,VNINDEX,USDVND
M30,1679972400,2023-03-28 03:00:00,1060.9,1002.15,1055.38,23480.0
M30,1679974200,2023-03-28 03:30:00,1057.41,999.16,1052.81,23480.0
M30,1679976000,2023-03-28 04:00:00,1060.41,1001.48,1055.38,23480.0
M30,1679977800,2023-03-28 04:30:00,1059.85,1001.16,1055.22,23480.0
M30,1679983200,2023-03-28 06:00:00,1059.71,1000.88,1055.39,23480.0
M30,1679985000,2023-03-28 06:30:00,1060.48,1001.64,1056.97,23480.0
M30,1679986800,2023-03-28 07:00:00,1057.86,998.54,1053.46,23480.0
M30,1679988600,2023-03-28 07:30:00,1058.82,999.71,1054.29,23480.0
M30,1680055200,2023-03-29 02:00:00,1058.88,999.48,1053.03,23470.0
M30,1680057000,2023-03-29 02:30:00,1058.63,1000.06,1052.85,23470.0
M30,1680058800,2023-03-29 03:00:00,1058.09,999.07,1052.13,23470.0
M30,1680060600,2023-03-29 03:30:00,1057.99,998.9,1051.78,23470.0
M30,1680062400,2023-03-29 04:00:00,1055.82,996.85,1049.88,23470.0
M30,1680064200,2023-03-29 04:30:00,1055.0,996.27,1049.55,23470.0
M30,1680069600,2023-03-29 06:00:00,1055.85,997.02,1051.33,23470.0
M30,1680071400,2023-03-29 06:30:00,1056.57,997.81,1052.08,23470.0
M30,1680073200,2023-03-29 07:00:00,1056.67,997.91,1051.84,23470.0
M30,1680075000,2023-03-29 07:30:00,1061.45,1001.73,1056.33,23470.0
M30,1680141600,2023-03-30 02:00:00,1067.08,1007.2,1061.07,23450.0
M30,1680143400,2023-03-30 02:30:00,1070.27,1009.82,1063.3,23450.0
M30,1680145200,2023-03-30 03:00:00,1069.56,1008.55,1063.53,23450.0
M30,1680147000,2023-03-30 03:30:00,1072.8,1010.85,1065.74,23450.0
M30,1680148800,2023-03-30 04:00:00,1070.15,1008.2,1063.13,23450.0
M30,1680150600,2023-03-30 04:30:00,1070.1,1008.22,1063.15,23450.0
M30,1680156000,2023-03-30 06:00:00,1068.5,1006.41,1061.44,23450.0
M30,1680157800,2023-03-30 06:30:00,1067.72,1005.39,1060.07,23450.0
M30,1680159600,2023-03-30 07:00:00,1067.95,1005.46,1060.85,23450.0
M30,1680161400,2023-03-30 07:30:00,1067.24,1005.02,1059.44,23450.0
M30,1680228000,2023-03-31 02:00:00,1071.63,1008.19,1063.33,23450.0
M30,1680229800,2023-03-31 02:30:00,1070.26,1006.24,1060.44,23450.0
M30,1680231600,2023-03-31 03:00:00,1071.65,1008.16,1062.39,23450.0
M30,1680233400,2023-03-31 03:30:00,1075.68,1011.34,1064.46,23450.0
M30,1680235200,2023-03-31 04:00:00,1076.29,1011.94,1064.37,23450.0
M30,1680237000,2023-03-31 04:30:00,1076.21,1011.92,1064.47,23450.0
M30,1680242400,2023-03-31 06:00:00,1073.58,1009.83,1062.85,23450.0
M30,1680244200,2023-03-31 06:30:00,1072.23,1008.44,1062.13,23450.0
M30,1680246000,2023-03-31 07:00:00,1074.64,1012.05,1064.85,23450.0
M30,1680247800,2023-03-31 07:30:00,1073.68,1011.42,1064.64,23450.0
M30,1680487200,2023-04-03 02:00:00,1084.33,1021.54,1074.91,23460.0
M30,1680489000,2023-04-03 02:30:00,1084.96,1022.71,1075.21,23460.0
M30,1680490800,2023-04-03 03:00:00,1085.91,1022.85,1076.58,23460.0
M30,1680492600,2023-04-03 03:30:00,1087.36,1024.68,1076.99,23460.0
M30,1680494400,2023-04-03 04:00:00,1087.75,1024.95,1077.08,23460.0
M30,1680496200,2023-04-03 04:30:00,1088.11,1025.06,1077.15,23460.0
M30,1680501600,2023-04-03 06:00:00,1084.77,1022.26,1073.63,23460.0
M30,1680503400,2023-04-03 06:30:00,1084.12,1022.53,1074.0,23460.0
M30,1680505200,2023-04-03 07:00:00,1086.8,1025.83,1077.18,23460.0
M30,1680507000,2023-04-03 07:30:00,1088.72,1027.88,1079.28,23460.0
M30,1680573600,2023-04-04 02:00:00,1088.52,1028.22,1080.27,23465.0
M30,1680575400,2023-04-04 02:30:00,1086.56,1026.92,1077.26,23465.0
M30,1680577200,2023-04-04 03:00:00,1085.96,1027.02,1077.17,23465.0
M30,1680579000,2023-04-04 03:30:00,1084.99,1025.94,1075.82,23465.0
M30,1680580800,2023-04-04 04:00:00,1087.48,1028.43,1078.29,23465.0
M30,1680582600,2023-04-04 04:30:00,1087.21,1028.18,1077.91,23465.0
M30,1680588000,2023-04-04 06:00:00,1085.48,1026.97,1076.42,23465.0
M30,1680589800,2023-04-04 06:30:00,1086.47,1027.98,1076.89,23465.0
M30,1680591600,2023-04-04 07:00:00,1088.07,1029.98,1078.48,23465.0
M30,1680593400,2023-04-04 07:30:00,1088.34,1030.67,1078.45,23465.0
M30,1680660000,2023-04-05 02:00:00,1085.97,1029.34,1077.32,23450.0
M30,1680661800,2023-04-05 02:30:00,1086.3,1030.57,1078.51,23450.0
M30,1680663600,2023-04-05 03:00:00,1087.5,1031.37,1079.02,23450.0
M30,1680665400,2023-04-05 03:30:00,1086.63,1030.13,1077.74,23450.0
M30,1680667200,2023-04-05 04:00:00,1084.22,1027.51,1075.65,23450.0
M30,1680669000,2023-04-05 04:30:00,1084.3,1027.45,1075.68,23450.0
M30,1680674400,2023-04-05 06:00:00,1084.85,1028.42,1076.61,23450.0
M30,1680676200,2023-04-05 06:30:00,1086.93,1030.28,1078.13,23450.0
M30,1680678000,2023-04-05 07:00:00,1088.49,1032.07,1080.37,23450.0
M30,1680679800,2023-04-05 07:30:00,1089.83,1033.42,1080.86,23450.0
M30,1680746400,2023-04-06 02:00:00,1090.93,1034.9,1081.46,23442.0
M30,1680748200,2023-04-06 02:30:00,1091.24,1035.92,1082.29,23442.0
M30,1680750000,2023-04-06 03:00:00,1088.27,1032.68,1079.43,23442.0
M30,1680751800,2023-04-06 03:30:00,1087.94,1032.41,1078.88,23442.0
M30,1680753600,2023-04-06 04:00:00,1087.78,1032.51,1079.57,23442.0
M30,1680755400,2023-04-06 04:30:00,1087.99,1032.74,1079.77,23442.0
M30,1680760800,2023-04-06 06:00:00,1090.39,1033.9,1081.3,23442.0
M30,1680762600,2023-04-06 06:30:00,1091.88,1035.35,1082.41,23442.0
M30,1680764400,2023-04-06 07:00:00,1084.54,1027.68,1075.62,23442.0
M30,1680766200,2023-04-06 07:30:00,1078.86,1021.66,1070.91,23442.0
M30,1680832800,2023-04-07 02:00:00,1078.05,1020.81,1070.14,23442.0
M30,1680834600,2023-04-07 02:30:00,1077.27,1020.57,1069.28,23442.0
M30,1680836400,2023-04-07 03:00:00,1078.04,1021.82,1070.23,23442.0
M30,1680838200,2023-04-07 03:30:00,1076.75,1019.93,1068.42,23442.0
M30,1680840000,2023-04-07 04:00:00,1074.1,1016.85,1065.43,23442.0
M30,1680841800,2023-04-07 04:30:00,1074.23,1016.96,1065.57,23442.0
M30,1680847200,2023-04-07 06:00:00,1073.91,1017.86,1066.3,23442.0
M30,1680849000,2023-04-07 06:30:00,1075.63,1019.69,1067.2,23442.0
M30,1680850800,2023-04-07 07:00:00,1075.51,1018.53,1067.43,23442.0
M30,1680852600,2023-04-07 07:30:00,1078.88,1022.47,1069.71,23442.0
M30,1681092000,2023-04-10 02:00:00,1081.99,1026.27,1072.12,23440.0
M30,1681093800,2023-04-10 02:30:00,1085.49,1029.76,1073.95,23440.0
M30,1681095600,2023-04-10 03:00:00,1086.14,1030.64,1073.59,23440.0
M30,1681097400,2023-04-10 03:30:00,1084.36,1028.91,1072.2,23440.0
M30,1681099200,2023-04-10 04:00:00,1080.9,1025.47,1068.67,23440.0
M30,1681101000,2023-04-10 04:30:00,1080.63,1025.41,1068.72,23440.0
M30,1681106400,2023-04-10 06:00:00,1080.73,1025.16,1069.0,23440.0
M30,1681108200,2023-04-10 06:30:00,1078.71,1023.08,1067.06,23440.0
M30,1681110000,2023-04-10 07:00:00,1076.23,1020.7,1064.55,23440.0
M30,1681111800,2023-04-10 07:30:00,1077.41,1022.17,1065.35,23440.0
M30,1681178400,2023-04-11 02:00:00,1075.49,1021.76,1064.59,23440.0
M30,1681180200,2023-04-11 02:30:00,1074.12,1020.49,1062.81,23440.0
M30,1681182000,2023-04-11 03:00:00,1071.71,1017.72,1060.69,23440.0
M30,1681183800,2023-04-11 03:30:00,1070.43,1015.98,1059.75,23440.0
M30,1681185600,2023-04-11 04:00:00,1067.59,1013.35,1057.22,23440.0
M30,1681187400,2023-04-11 04:30:00,1067.71,1013.57,1057.42,23440.0
M30,1681192800,2023-04-11 06:00:00,1072.23,1017.53,1061.13,23440.0
M30,1681194600,2023-04-11 06:30:00,1071.94,1017.44,1060.9,23440.0
M30,1681196400,2023-04-11 07:00:00,1081.66,1026.11,1069.3,23440.0
M30,1681198200,2023-04-11 07:30:00,1081.71,1027.01,1069.46,23440.0
M30,1681264800,2023-04-12 02:00:00,1080.73,1027.17,1070.02,23440.0
M30,1681266600,2023-04-12 02:30:00,1082.68,1029.96,1071.89,23440.0
M30,1681268400,2023-04-12 03:00:00,1080.29,1027.29,1069.57,23440.0
M30,1681270200,2023-04-12 03:30:00,1081.63,1028.28,1069.27,23440.0
M30,1681272000,2023-04-12 04:00:00,1082.67,1029.84,1070.35,23440.0
M30,1681273800,2023-04-12 04:30:00,1082.69,1030.02,1070.55,23440.0
M30,1681279200,2023-04-12 06:00:00,1084.01,1031.23,1071.45,23440.0
M30,1681281000,2023-04-12 06:30:00,1081.24,1028.18,1069.26,23440.0
M30,1681282800,2023-04-12 07:00:00,1079.71,1026.83,1067.87,23440.0
M30,1681284600,2023-04-12 07:30:00,1080.69,1027.61,1069.45,23440.0
M30,1681351200,2023-04-13 02:00:00,1080.94,1028.4,1070.32,23438.0
M30,1681353000,2023-04-13 02:30:00,1078.92,1026.57,1068.61,23438.0
M30,1681354800,2023-04-13 03:00:00,1079.31,1026.84,1069.39,23438.0
M30,1681356600,2023-04-13 03:30:00,1079.71,1026.9,1069.3,23438.0
M30,1681358400,2023-04-13 04:00:00,1076.54,1024.02,1066.89,23438.0
M30,1681360200,2023-04-13 04:30:00,1076.64,1024.2,1066.93,23438.0
M30,1681365600,2023-04-13 06:00:00,1075.5,1022.72,1065.39,23438.0
M30,1681367400,2023-04-13 06:30:00,1076.38,1024.03,1065.57,23438.0
M30,1681369200,2023-04-13 07:00:00,1074.86,1022.86,1063.73,23438.0
M30,1681371000,2023-04-13 07:30:00,1074.67,1022.47,1064.3,23438.0
M30,1681437600,2023-04-14 02:00:00,1076.33,1024.34,1065.42,23438.0
M30,1681439400,2023-04-14 02:30:00,1076.71,1025.71,1066.78,23438.0
M30,1681441200,2023-04-14 03:00:00,1076.15,1025.22,1066.45,23438.0
M30,1681443000,2023-04-14 03:30:00,1072.57,1020.61,1063.19,23438.0
M30,1681444800,2023-04-14 04:00:00,1071.96,1020.17,1062.92,23438.0
M30,1681446600,2023-04-14 04:30:00,1072.34,1020.32,1063.06,23438.0
M30,1681452000,2023-04-14 06:00:00,1071.85,1019.32,1061.12,23438.0
M30,1681453800,2023-04-14 06:30:00,1071.46,1019.34,1060.73,23438.0
M30,1681455600,2023-04-14 07:00:00,1066.55,1014.23,1056.42,23438.0
M30,1681457400,2023-04-14 07:30:00,1063.43,1010.47,1052.89,23438.0
M30,1681696800,2023-04-17 02:00:00,1062.26,1008.75,1051.45,23505.0
M30,1681698600,2023-04-17 02:30:00,1059.47,1007.55,1050.03,23505.0
M30,1681700400,2023-04-17 03:00:00,1064.68,1012.23,1053.82,23505.0
M30,1681702200,2023-04-17 03:30:00,1062.32,1009.74,1052.02,23505.0
M30,1681704000,2023-04-17 04:00:00,1062.34,1009.56,1051.45,23505.0
M30,1681705800,2023-04-17 04:30:00,1062.45,1009.68,1051.55,23505.0
M30,1681711200,2023-04-17 06:00:00,1064.06,1010.7,1052.74,23505.0
M30,1681713000,2023-04-17 06:30:00,1062.76,1009.75,1051.69,23505.0
M30,1681714800,2023-04-17 07:00:00,1064.97,1011.81,1053.78,23505.0
M30,1681716600,2023-04-17 07:30:00,1065.02,1012.16,1053.81,23505.0
M30,1681783200,2023-04-18 02:00:00,1066.3,1013.89,1055.99,23510.0
M30,1681785000,2023-04-18 02:30:00,1065.11,1012.38,1054.02,23510.0
M30,1681786800,2023-04-18 03:00:00,1064.12,1011.48,1053.4,23510.0
M30,1681788600,2023-04-18 03:30:00,1062.19,1009.24,1051.64,23510.0
M30,1681790400,2023-04-18 04:00:00,1062.4,1009.97,1052.22,23510.0
M30,1681792200,2023-04-18 04:30:00,1062.21,1009.98,1052.22,23510.0
M30,1681797600,2023-04-18 06:00:00,1062.86,1009.17,1051.47,23510.0
M30,1681799400,2023-04-18 06:30:00,1064.95,1012.28,1053.73,23510.0
M30,1681801200,2023-04-18 07:00:00,1063.93,1011.94,1053.63,23510.0
M30,1681803000,2023-04-18 07:30:00,1064.55,1012.66,1055.02,23510.0
M30,1681869600,2023-04-19 02:00:00,1065.27,1014.32,1055.92,23487.0
M30,1681871400,2023-04-19 02:30:00,1064.08,1012.85,1055.29,23487.0
M30,1681873200,2023-04-19 03:00:00,1063.61,1011.99,1054.74,23487.0
M30,1681875000,2023-04-19 03:30:00,1065.58,1013.81,1056.2,23487.0
M30,1681876800,2023-04-19 04:00:00,1062.49,1011.7,1054.56,23487.0
M30,1681878600,2023-04-19 04:30:00,1062.69,1011.84,1054.68,23487.0
M30,1681884000,2023-04-19 06:00:00,1062.31,1010.44,1053.67,23487.0
M30,1681885800,2023-04-19 06:30:00,1061.93,1009.78,1052.98,23487.0
M30,1681887600,2023-04-19 07:00:00,1056.38,1004.32,1048.19,23487.0
M30,1681889400,2023-04-19 07:30:00,1056.14,1004.25,1048.98,23487.0
M30,1681956000,2023-04-20 02:00:00,1056.58,1005.49,1050.21,23485.0
M30,1681957800,2023-04-20 02:30:00,1056.44,1005.08,1050.33,23485.0
M30,1681959600,2023-04-20 03:00:00,1057.15,1006.05,1051.49,23485.0
M30,1681961400,2023-04-20 03:30:00,1054.55,1003.21,1049.05,23485.0
M30,1681963200,2023-04-20 04:00:00,1052.36,1001.19,1047.08,23485.0
M30,1681965000,2023-04-20 04:30:00,1052.45,1001.29,1047.12,23485.0
M30,1681970400,2023-04-20 06:00:00,1051.66,1000.36,1046.76,23485.0
M30,1681972200,2023-04-20 06:30:00,1052.91,1002.02,1047.84,23485.0
M30,1681974000,2023-04-20 07:00:00,1055.72,1004.14,1050.84,23485.0
M30,1681975800,2023-04-20 07:30:00,1053.61,1002.69,1049.25,23485.0
M30,1682042400,2023-04-21 02:00:00,1051.6,1001.92,1047.49,23485.0
M30,1682044200,2023-04-21 02:30:00,1053.4,1004.31,1049.16,23485.0
M30,1682046000,2023-04-21 03:00:00,1052.38,1002.93,1048.63,23485.0
M30,1682047800,2023-04-21 03:30:00,1051.18,1001.65,1046.95,23485.0
M30,1682049600,2023-04-21 04:00:00,1052.0,1002.71,1048.18,23485.0
M30,1682051400,2023-04-21 04:30:00,1052.06,1002.98,1048.27,23485.0
M30,1682056800,2023-04-21 06:00:00,1050.74,1000.92,1046.6,23485.0
M30,1682058600,2023-04-21 06:30:00,1048.68,998.7,1044.56,23485.0
M30,1682060400,2023-04-21 07:00:00,1047.9,998.03,1044.08,23485.0
M30,1682062200,2023-04-21 07:30:00,1046.18,996.18,1042.91,23485.0
M30,1682301600,2023-04-24 02:00:00,1045.14,995.21,1042.28,23472.0
M30,1682303400,2023-04-24 02:30:00,1041.73,991.83,1038.57,23472.0
M30,1682305200,2023-04-24 03:00:00,1043.49,994.21,1041.14,23472.0
M30,1682307000,2023-04-24 03:30:00,1045.89,995.69,1041.72,23472.0
M30,1682308800,2023-04-24 04:00:00,1051.2,1000.24,1045.3,23472.0
M30,1682310600,2023-04-24 04:30:00,1050.9,1000.04,1045.11,23472.0
M30,1682316000,2023-04-24 06:00:00,1049.16,998.18,1044.09,23472.0
M30,1682317800,2023-04-24 06:30:00,1047.34,996.09,1042.38,23472.0
M30,1682319600,2023-04-24 07:00:00,1047.53,995.87,1042.82,23472.0
M30,1682321400,2023-04-24 07:30:00,1046.17,994.81,1041.36,23472.0
M30,1682388000,2023-04-25 02:00:00,1049.31,998.73,1043.91,23465.0
M30,1682389800,2023-04-25 02:30:00,1049.62,999.42,1044.82,23465.0
M30,1682391600,2023-04-25 03:00:00,1047.36,997.14,1043.0,23465.0
M30,1682393400,2023-04-25 03:30:00,1046.5,995.73,1041.75,23465.0
M30,1682395200,2023-04-25 04:00:00,1046.68,995.48,1041.8,23465.0
M30,1682397000,2023-04-25 04:30:00,1046.71,995.63,1041.97,23465.0
M30,1682402400,2023-04-25 06:00:00,1044.37,993.37,1039.65,23465.0
M30,1682404200,2023-04-25 06:30:00,1040.14,989.08,1035.57,23465.0
M30,1682406000,2023-04-25 07:00:00,1037.68,986.75,1033.39,23465.0
M30,1682407800,2023-04-25 07:30:00,1037.04,986.37,1034.85,23465.0
M30,1682474400,2023-04-26 02:00:00,1034.98,984.66,1032.59,23445.0
M30,1682476200,2023-04-26 02:30:00,1034.38,984.03,1033.12,23445.0
M30,1682478000,2023-04-26 03:00:00,1032.94,982.16,1031.38,23445.0
M30,1682479800,2023-04-26 03:30:00,1031.76,980.96,1030.39,23445.0
M30,1682481600,2023-04-26 04:00:00,1034.51,983.08,1032.51,23445.0
M30,1682483400,2023-04-26 04:30:00,1034.58,983.28,1032.46,23445.0
M30,1682488800,2023-04-26 06:00:00,1034.17,982.99,1031.86,23445.0
M30,1682490600,2023-04-26 06:30:00,1039.28,987.53,1035.7,23445.0
M30,1682492400,2023-04-26 07:00:00,1041.61,990.43,1038.44,23445.0
M30,1682494200,2023-04-26 07:30:00,1045.24,994.02,1040.8,23445.0
M30,1682560800,2023-04-27 02:00:00,1044.66,995.42,1040.52,23420.0
M30,1682562600,2023-04-27 02:30:00,1045.8,996.98,1042.28,23420.0
M30,1682564400,2023-04-27 03:00:00,1042.32,993.55,1039.66,23420.0
M30,1682566200,2023-04-27 03:30:00,1043.73,994.38,1040.96,23420.0
M30,1682568000,2023-04-27 04:00:00,1041.16,992.32,1038.89,23420.0
M30,1682569800,2023-04-27 04:30:00,1041.38,992.41,1038.99,23420.0
M30,1682575200,2023-04-27 06:00:00,1041.84,992.68,1039.0,23420.0
M30,1682577000,2023-04-27 06:30:00,1043.62,994.75,1040.46,23420.0
M30,1682578800,2023-04-27 07:00:00,1041.74,993.19,1039.08,23420.0
M30,1682580600,2023-04-27 07:30:00,1041.54,993.27,1039.63,23420.0
M30,1682647200,2023-04-28 02:00:00,1048.06,999.68,1045.39,23420.0
M30,1682649000,2023-04-28 02:30:00,1047.0,998.49,1044.65,23420.0
M30,1682650800,2023-04-28 03:00:00,1048.85,1000.32,1046.16,23420.0
M30,1682652600,2023-04-28 03:30:00,1047.3,998.87,1044.54,23420.0
M30,1682654400,2023-04-28 04:00:00,1046.27,998.66,1043.69,23420.0
M30,1682656200,2023-04-28 04:30:00,1046.07,998.38,1043.78,23420.0
M30,1682661600,2023-04-28 06:00:00,1045.62,997.85,1042.93,23420.0
M30,1682663400,2023-04-28 06:30:00,1048.57,1000.81,1046.05,23420.0
M30,1682665200,2023-04-28 07:00:00,1047.79,1000.54,1045.2,23420.0
M30,1682667000,2023-04-28 07:30:00,1051.43,1003.66,1049.12,23420.0
M30,1683165600,2023-05-04 02:00:00,1046.82,1001.73,1047.44,23440.0
M30,1683167400,2023-05-04 02:30:00,1043.78,999.21,1044.48,23440.0
M30,1683169200,2023-05-04 03:00:00,1043.38,998.77,1044.01,23440.0
M30,1683171000,2023-05-04 03:30:00,1041.21,996.26,1041.35,23440.0
M30,1683172800,2023-05-04 04:00:00,1041.12,996.73,1041.34,23440.0
M30,1683174600,2023-05-04 04:30:00,1040.97,996.69,1041.14,23440.0
M30,1683180000,2023-05-04 06:00:00,1042.98,997.85,1042.11,23440.0
M30,1683181800,2023-05-04 06:30:00,1043.44,998.94,1043.17,23440.0
M30,1683183600,2023-05-04 07:00:00,1041.09,996.43,1040.21,23440.0
M30,1683185400,2023-05-04 07:30:00,1039.64,995.02,1040.61,23440.0
M30,1683252000,2023-05-05 02:00:00,1041.33,997.41,1042.61,23440.0
M30,1683253800,2023-05-05 02:30:00,1039.95,995.85,1041.5,23440.0
M30,1683255600,2023-05-05 03:00:00,1038.51,994.25,1039.92,23440.0
M30,1683257400,2023-05-05 03:30:00,1037.86,993.75,1039.03,23440.0
M30,1683259200,2023-05-05 04:00:00,1036.59,992.24,1038.27,23440.0
M30,1683261000,2023-05-05 04:30:00,1036.65,992.36,1038.36,23440.0
M30,1683266400,2023-05-05 06:00:00,1038.23,993.6,1039.95,23440.0
M30,1683268200,2023-05-05 06:30:00,1038.22,993.94,1040.09,23440.0
M30,1683270000,2023-05-05 07:00:00,1037.76,993.6,1039.64,23440.0
M30,1683271800,2023-05-05 07:30:00,1038.46,993.9,1040.31,23440.0
M30,1683511200,2023-05-08 02:00:00,1043.89,999.69,1045.65,23440.0
M30,1683513000,2023-05-08 02:30:00,1042.82,999.16,1045.88,23440.0
M30,1683514800,2023-05-08 03:00:00,1043.49,999.53,1047.05,23440.0
M30,1683516600,2023-05-08 03:30:00,1044.52,1000.36,1047.92,23440.0
M30,1683518400,2023-05-08 04:00:00,1046.07,1001.63,1049.57,23440.0
M30,1683520200,2023-05-08 04:30:00,1046.72,1002.05,1049.84,23440.0
M30,1683525600,2023-05-08 06:00:00,1047.71,1002.41,1051.27,23440.0
M30,1683527400,2023-05-08 06:30:00,1044.98,999.97,1049.0,23440.0
M30,1683529200,2023-05-08 07:00:00,1048.85,1002.73,1052.1,23440.0
M30,1683531000,2023-05-08 07:30:00,1049.72,1003.84,1053.44,23440.0
M30,1683597600,2023-05-09 02:00:00,1052.84,1007.07,1057.32,23465.0
M30,1683599400,2023-05-09 02:30:00,1053.38,1007.08,1057.4,23465.0
M30,1683601200,2023-05-09 03:00:00,1052.94,1006.91,1057.42,23465.0
M30,1683603000,2023-05-09 03:30:00,1052.37,1005.76,1056.31,23465.0
M30,1683604800,2023-05-09 04:00:00,1051.41,1005.04,1055.55,23465.0
M30,1683612000,2023-05-09 06:00:00,1050.93,1004.68,1054.34,23465.0
M30,1683613800,2023-05-09 06:30:00,1049.54,1004.07,1053.74,23465.0
M30,1683615600,2023-05-09 07:00:00,1051.73,1005.69,1055.1,23465.0
M30,1683617400,2023-05-09 07:30:00,1049.67,1004.65,1053.77,23465.0
M30,1683684000,2023-05-10 02:00:00,1050.56,1006.61,1054.87,23435.0
M30,1683685800,2023-05-10 02:30:00,1050.64,1006.74,1055.26,23435.0
M30,1683687600,2023-05-10 03:00:00,1049.1,1005.24,1053.72,23435.0
M30,1683689400,2023-05-10 03:30:00,1051.57,1007.9,1056.24,23435.0
M30,1683691200,2023-05-10 04:00:00,1053.52,1010.03,1057.49,23435.0
M30,1683693000,2023-05-10 04:30:00,1053.5,1010.08,1057.53,23435.0
M30,1683698400,2023-05-10 06:00:00,1051.92,1008.73,1055.97,23435.0
M30,1683700200,2023-05-10 06:30:00,1053.46,1009.89,1057.2,23435.0
M30,1683702000,2023-05-10 07:00:00,1054.11,1010.7,1057.56,23435.0
M30,1683703800,2023-05-10 07:30:00,1054.99,1011.28,1058.26,23435.0
M30,1683770400,2023-05-11 02:00:00,1058.21,1014.46,1060.78,23448.0
M30,1683772200,2023-05-11 02:30:00,1056.4,1012.6,1059.16,23448.0
M30,1683774000,2023-05-11 03:00:00,1054.94,1011.19,1057.42,23448.0
M30,1683775800,2023-05-11 03:30:00,1054.28,1011.55,1057.21,23448.0
M30,1683777600,2023-05-11 04:00:00,1056.17,1013.11,1058.52,23448.0
M30,1683784800,2023-05-11 06:00:00,1055.62,1012.79,1058.01,23448.0
M30,1683786600,2023-05-11 06:30:00,1057.15,1014.37,1059.47,23448.0
M30,1683788400,2023-05-11 07:00:00,1054.94,1012.11,1057.42,23448.0
M30,1683790200,2023-05-11 07:30:00,1054.93,1011.64,1057.12,23448.0
M30,1683856800,2023-05-12 02:00:00,1052.5,1009.15,1054.51,23448.0
M30,1683858600,2023-05-12 02:30:00,1057.1,1012.86,1058.44,23448.0
M30,1683860400,2023-05-12 03:00:00,1061.21,1016.15,1062.42,23448.0
M30,1683862200,2023-05-12 03:30:00,1059.06,1013.95,1060.17,23448.0
M30,1683864000,2023-05-12 04:00:00,1059.71,1014.84,1060.79,23448.0
M30,1683871200,2023-05-12 06:00:00,1058.82,1014.23,1060.56,23448.0
M30,1683873000,2023-05-12 06:30:00,1058.43,1013.9,1059.79,23448.0
M30,1683874800,2023-05-12 07:00:00,1065.26,1019.63,1065.03,23448.0
M30,1683876600,2023-05-12 07:30:00,1066.44,1020.84,1066.9,23448.0
M30,1684116000,2023-05-15 02:00:00,1074.07,1027.01,1072.99,23450.0
M30,1684117800,2023-05-15 02:30:00,1076.93,1028.47,1074.17,23450.0
M30,1684119600,2023-05-15 03:00:00,1079.4,1030.68,1075.14,23450.0
M30,1684121400,2023-05-15 03:30:00,1077.64,1028.92,1073.43,23450.0
M30,1684123200,2023-05-15 04:00:00,1076.87,1028.32,1073.04,23450.0
M30,1684125000,2023-05-15 04:30:00,1077.0,1028.41,1073.02,23450.0
M30,1684130400,2023-05-15 06:00:00,1077.79,1028.68,1073.27,23450.0
M30,1684132200,2023-05-15 06:30:00,1076.45,1027.17,1071.89,23450.0
M30,1684134000,2023-05-15 07:00:00,1072.34,1022.49,1067.62,23450.0
M30,1684135800,2023-05-15 07:30:00,1070.9,1021.0,1065.71,23450.0
M30,1684202400,2023-05-16 02:00:00,1071.1,1021.59,1067.08,23448.0
M30,1684204200,2023-05-16 02:30:00,1071.83,1022.52,1067.54,23448.0
M30,1684206000,2023-05-16 03:00:00,1069.96,1020.55,1066.12,23448.0
M30,1684207800,2023-05-16 03:30:00,1071.88,1022.29,1067.65,23448.0
M30,1684209600,2023-05-16 04:00:00,1072.26,1022.92,1068.66,23448.0
M30,1684211400,2023-05-16 04:30:00,1072.37,1023.02,1068.77,23448.0
M30,1684216800,2023-05-16 06:00:00,1070.43,1021.44,1066.91,23448.0
M30,1684218600,2023-05-16 06:30:00,1069.36,1020.06,1065.89,23448.0
M30,1684220400,2023-05-16 07:00:00,1068.68,1019.55,1064.93,23448.0
M30,1684222200,2023-05-16 07:30:00,1069.64,1020.31,1065.91,23448.0
M30,1684288800,2023-05-17 02:00:00,1068.02,1019.36,1065.41,23450.0
M30,1684290600,2023-05-17 02:30:00,1069.42,1020.77,1067.06,23450.0
M30,1684292400,2023-05-17 03:00:00,1068.27,1019.37,1065.7,23450.0
M30,1684294200,2023-05-17 03:30:00,1072.15,1022.32,1068.57,23450.0
M30,1684296000,2023-05-17 04:00:00,1070.39,1020.13,1067.24,23450.0
M30,1684303200,2023-05-17 06:00:00,1069.36,1018.87,1066.22,23450.0
M30,1684305000,2023-05-17 06:30:00,1068.16,1017.78,1065.45,23450.0
M30,1684306800,2023-05-17 07:00:00,1064.53,1013.63,1061.63,23450.0
M30,1684308600,2023-05-17 07:30:00,1062.1,1012.11,1060.44,23450.0
M30,1684375200,2023-05-18 02:00:00,1065.03,1014.0,1062.4,23460.0
M30,1684377000,2023-05-18 02:30:00,1066.34,1015.01,1063.63,23460.0
M30,1684378800,2023-05-18 03:00:00,1065.59,1014.47,1063.13,23460.0
M30,1684380600,2023-05-18 03:30:00,1066.93,1015.63,1064.05,23460.0
M30,1684382400,2023-05-18 04:00:00,1068.09,1016.51,1064.68,23460.0
M30,1684389600,2023-05-18 06:00:00,1067.14,1016.23,1063.68,23460.0
M30,1684391400,2023-05-18 06:30:00,1069.64,1018.44,1066.85,23460.0
M30,1684393200,2023-05-18 07:00:00,1072.6,1020.08,1070.17,23460.0
